year	day	meanValue	medianValue	hoMedian	meanDegree	medianDegree	addCount	txCount
2016	68	1.0991355549078336E9	13184.33	10550.0	4.118432494773396	1.0	357643	195497
2016	69	1.1888045665043278E9	14278.939999999999	9862.0	4.055830072077158	1.0	332640	186481
2016	70	1.213883392810036E9	13230.0	9678.0	5.190151016527989	1.0	368729	188109
2016	71	1.2335792783782325E9	15481.544999999998	9932.0	4.294350296706949	1.0	356771	193282
2016	72	1.0315261054448012E9	13230.0	7170.0	4.3723377918379	1.0	315525	159589
2016	73	1.181611304094501E9	10549.905	5164.0	3.878385238870869	1.0	315054	143926
2016	74	1.1882915614596016E9	13230.0	6740.0	4.235767685898038	1.0	384591	197964
2016	75	3.044133568639214E9	13295.74	8918.0	3.7339985084203358	1.0	378942	206057
2016	76	5.578156662351511E9	12835.040000000005	8706.0	3.8239842819420566	1.0	370858	210531
2016	77	3.181040268364235E9	13230.0	4396.0	4.294299604778532	1.0	398779	205600
2016	78	2.6459730237723246E9	14000.0	10418.0	3.7680775091392196	1.0	356673	204588
2016	79	1.0837684892087092E9	14000.0	6472.0	3.981115918786875	1.0	353525	175744
2016	80	1.009217045087148E9	14000.0	8084.0	3.9249693026860752	1.0	360226	176715
2016	81	1.0571789102993262E9	13935.5	10746.0	3.3409833628304297	1.0	368631	205499
2016	82	1.0647779122834729E9	6000.0	9986.0	4.378185778925964	1.0	371973	198537
2016	83	1.1644992624828017E9	10000.0	5396.0	4.132392082849204	1.0	365909	190200
2016	84	1.2021130089310517E9	11751.75	3108.0	3.9543686854529554	1.0	346168	186849
2016	85	1.177315928766983E9	11000.0	4150.0	3.9049310150634606	1.0	323324	169020
2016	86	9.348278841614627E8	10000.0	5446.0	3.441657505011365	1.0	320550	160144
2016	87	1.104141692116649E9	10000.0	5410.0	4.140627250129788	1.0	342223	162464
2016	88	1.0457619197883267E9	10000.0	8262.0	3.4615027255642974	1.0	355007	199557
2016	89	1.0732243922104968E9	10000.0	7194.0	4.442393740845749	1.0	379977	195794
2016	90	1.0396523444674066E9	10000.0	2492.0	4.029192711584629	1.0	352729	203330
2016	91	1.0222719042084554E9	10000.0	7114.0	3.5555233183594024	1.0	344913	210667
2016	92	1.0574029523496481E9	14000.0	3944.0	3.7878583666477517	1.0	380820	204808
2016	93	9.018053099657544E8	12252.34	3646.0	3.877972555609947	1.0	351876	183833
2016	94	8.832991949755288E8	11513.560000000001	3652.0	3.926726657215482	1.0	360407	175388
2016	95	1.0374749669290437E9	9834.429999999997	9790.0	4.642215938574769	1.0	387771	210673
2016	96	1.0539600547821913E9	10877.87	8344.0	3.6999145516266485	1.0	374829	221597
2016	97	1.115272502689655E9	11463.274999999996	9892.0	4.473297467523683	1.0	392056	214686
2016	98	1.2794424711077306E9	10011.380000000001	7884.0	4.511414526650385	1.0	381213	222068
2016	99	1.2371450679004862E9	7195.119999999999	10318.0	4.207512535688377	1.0	369740	216938
2016	100	1.0852912738356023E9	6000.0	8298.0	3.9201641233862192	1.0	343164	189701
2016	101	1.1705452142012143E9	10000.0	7446.0	4.16978242788444	1.0	388173	188828
2016	102	1.2114480736534367E9	13205.64	12016.0	3.3137988176867528	1.0	386156	237431
2016	103	1.400458431191213E9	10000.0	9114.0	3.854132294230087	1.0	389016	228540
2016	104	1.3778622604467669E9	10597.689999999999	11878.0	3.917262691965421	1.0	398405	226557
2016	105	1.4140611640720038E9	10199.04	6690.0	4.0463873775842485	1.0	374440	227735
2016	106	2.013798926323997E9	11000.0	6722.0	3.623398855183375	1.0	369317	211778
2016	107	1.3371170206573453E9	11169.125	7830.0	3.9064439870864334	1.0	337039	184674
2016	108	1.3768055470655746E9	6000.0	10396.0	4.019170673708971	1.0	391403	186620
2016	109	1.8717228737216196E9	6000.0	8344.0	3.9336253962661254	1.0	390800	225849
2016	110	1.7829690515323367E9	6000.0	11558.0	3.9072062969237105	1.0	398220	226461
2016	111	1.9149022956755388E9	6000.0	9346.0	4.09776134482215	1.0	363488	216048
2016	112	2.3252261252766457E9	10227.225	8860.0	3.9555954047840665	1.0	400621	211088
2016	113	2.5927687045283694E9	10000.0	12764.0	3.334179979877121	1.0	354698	209896
2016	114	1.5315760035403345E9	11136.675000000001	7928.0	3.43095516966228	1.0	364143	180414
2016	115	1.2376928255090046E9	10000.0	3128.0	3.97571631589618	1.0	381588	186581
2016	116	1.1441467453450065E9	11014.7	10312.0	3.8206804406453183	1.0	410520	226995
2016	117	1.0800954101368854E9	10672.0	7626.0	3.3885938020915107	1.0	428201	247899
2016	118	1.0931251175220673E9	6000.0	8378.0	3.169923576032052	1.0	391097	245800
2016	119	1.0229284650895977E9	6000.0	8656.0	2.6126245191831075	1.0	397637	254609
2016	120	1.0324064425474777E9	10000.0	12710.0	2.5690606395775966	1.0	407337	249132
2016	121	8.183615962525426E8	10095.64	4744.0	2.844886665775683	1.0	357503	209463
2016	122	1.0061019311024569E9	10952.475	8516.0	2.458492631229507	1.0	373040	189764
2016	123	1.0363275313120246E9	12400.0	9750.0	3.0170161922728496	1.0	392241	230846
2016	124	1.0365820603613418E9	11937.14	10484.0	2.363606690892674	1.0	365463	235675
2016	125	9.571542694344788E8	11200.0	12894.0	2.7901363844016016	1.0	400679	236116
2016	126	9.712741422906933E8	11590.82	12358.0	2.8618619805120367	1.0	364004	228893
2016	127	1.0020259940093296E9	10000.0	1808.0	2.827627859162275	1.0	366260	223077
2016	128	9.014507048103138E8	10679.2	7118.0	2.3743537464500277	1.0	322353	202639
2016	129	8.395981939303852E8	10000.0	12614.0	3.205617333609574	1.0	381557	190652
2016	130	9.395139169722177E8	6000.0	6362.0	2.735303039665385	1.0	391468	229647
2016	131	9.691483783411219E8	6000.0	5946.0	3.121508402091554	1.0	412153	249613
2016	132	1.0356346894248989E9	6000.0	6366.0	2.920866476855821	1.0	378256	229720
2016	133	1.0405772034498742E9	6000.0	10382.0	2.577643353861722	1.0	382982	232429
2016	134	9.767034706994238E8	5430.0	9436.0	2.6577204495321087	1.0	369710	229916
2016	135	1.0537962171426083E9	6000.0	2984.0	2.7936805519891164	1.0	353007	205650
2016	136	9.924924563453536E8	6000.0	4846.0	2.5387968816666553	1.0	359710	200650
2016	137	1.1033812096509082E9	10000.0	10828.0	3.239114978099405	1.0	417265	245187
2016	138	1.0822849573782356E9	8800.0	7010.0	2.4640792259258437	1.0	391645	238338
2016	139	9.191590362778511E8	6000.0	9828.0	3.0651997276936522	1.0	384320	221013
2016	140	1.1611970114247487E9	6000.0	10514.0	2.8606290726813843	1.0	395550	230702
2016	141	9.50994994356143E8	6000.0	7044.0	3.0376479144258033	1.0	358638	205958
2016	142	8.021364202005748E8	6000.0	9288.0	2.787644713146654	1.0	331426	188915
2016	143	8.800505635396278E8	6000.0	7598.0	2.8411931919553206	1.0	348805	184900
2016	144	9.107848700962424E8	6000.0	5690.0	3.349095594974159	1.0	420970	230866
2016	145	1.1690440192200499E9	6000.0	4940.0	2.6568697154983383	1.0	380814	236996
2016	146	1.3488373971934679E9	9000.0	9250.0	2.7025542656816266	1.0	404599	251124
2016	147	1.705785173352255E9	6191.090000000002	4352.0	2.9917363890440876	1.0	380130	211900
2016	148	1.9414829255034566E9	6000.0	3702.0	3.085625552073364	1.0	398491	219230
2016	149	1.7975502577162504E9	6000.0	4696.0	3.1101091390795346	1.0	371692	192517
2016	150	1.4176798755539925E9	6000.0	5636.0	4.041032880053496	1.0	372559	179777
2016	151	1.1523250482472315E9	6000.0	7580.0	3.527171407875699	1.0	389874	210684
2016	152	1.0774460699510157E9	10000.0	10010.0	2.8902924527201903	1.0	388576	221482
2016	153	9.883845307866557E8	10000.0	7704.0	3.039358162498991	1.0	404023	232175
2016	154	9.82794007349595E8	6000.0	5498.0	2.6477161672924794	1.0	397036	235589
2016	155	8.277247627520628E8	6000.0	11910.0	2.8389115516211816	1.0	398181	228488
2016	156	8.248861029558331E8	6000.0	6072.0	2.765126851529968	1.0	361195	193296
2016	157	9.20571616377448E8	6000.0	9408.0	3.3361949598448133	1.0	379550	188939
2016	158	8.963742292394712E8	6874.35	11028.0	2.5542424495677323	1.0	416622	226568
2016	159	9.130441873487906E8	9661.94	7748.0	2.517721389222724	1.0	417660	231787
2016	160	8.596719669637457E8	9399.425	2012.0	2.9528520690027955	1.0	423213	236496
2016	161	9.54242037389742E8	10000.0	6184.0	4.393739823821701	1.0	410564	230932
2016	162	9.88088802618649E8	14570.0	6052.0	2.3181680562975857	1.0	400672	226250
2016	163	1.0466921899975209E9	10000.0	8132.0	2.6274552842483687	1.0	377594	214066
2016	164	1.213089015684486E9	10000.0	5558.0	2.8020719329530954	1.0	418588	210102
2016	165	1.008545837506591E9	14000.0	4756.0	3.3232390970752808	1.0	454448	259214
2016	166	9.58989131004675E8	14000.0	4178.0	5.04878477355067	1.0	414729	244200
2016	167	9.946607514563295E8	14000.0	4266.0	2.774228908103754	1.0	460922	268480
2016	168	1.0251145400093274E9	12504.5	10808.0	2.694411123165925	1.0	472593	262549
2016	169	1.136243987155257E9	13899.599999999999	8030.0	3.0290903352898035	1.0	432602	242919
2016	170	9.40882849133493E8	10000.0	11396.0	3.0880997926825895	1.0	425428	238959
2016	171	9.076437436668438E8	12900.0	8352.0	2.7228324409302416	1.0	421324	218639
2016	172	1.1440377166967432E9	14000.0	5424.0	2.2796455064366645	1.0	466579	250289
2016	173	1.0440103571259458E9	12593.52	8976.0	2.509915832650736	1.0	468072	249455
2016	174	1.3310889206755445E9	13019.915	4642.0	3.5433210767114374	1.0	416104	234852
2016	175	1.1939963126216588E9	10233.919999999998	4772.0	2.633811635666271	1.0	434126	237023
2016	176	1.1495893725224888E9	10278.71	9282.0	2.297707095801296	1.0	432827	240670
2016	177	9.603569333043154E8	6000.0	10590.0	2.5478828136237786	1.0	400413	200055
2016	178	9.035881061361812E8	6000.0	9496.0	2.487541289117631	1.0	356828	178622
2016	179	1.0086142049133121E9	5430.0	7836.0	5.676940845275971	1.0	404317	221845
2016	180	9.04741698480903E8	6000.0	7456.0	2.81740923087622	1.0	402134	213124
2016	181	8.560251502668779E8	6000.0	10116.0	3.085364720954039	1.0	374543	223424
2016	182	8.837427073962626E8	6000.0	6906.0	2.830945575006992	1.0	407286	229002
2016	183	9.650606293529325E8	6000.0	5010.0	2.814014255656012	1.0	362318	206808
2016	184	1.133795878804169E9	6000.0	8520.0	2.793465202025449	1.0	353531	193137
2016	185	9.831464925982887E8	6000.0	7416.0	2.713976648459862	1.0	356273	181232
2016	186	1.2372747595667803E9	6000.0	5470.0	2.461322258340206	1.0	390029	205548
2016	187	9.131643385300374E8	6000.0	7942.0	2.6743872226338694	1.0	380327	222049
2016	188	9.713275915238625E8	6000.0	10188.0	4.087925443285434	1.0	379773	213919
2016	189	1.3641440423415008E9	6000.0	6422.0	2.9457416848978246	1.0	371474	216819
2016	190	9.953515559285717E8	10108.7	5620.0	2.550664199345428	1.0	361402	209547
2016	191	1.0642966708013573E9	6000.0	9426.0	2.589450688284862	1.0	342882	177351
2016	192	9.256770343674185E8	6000.0	8056.0	2.753576085733695	1.0	334323	164101
2016	193	9.984093792999216E8	6000.0	8798.0	2.8236443839269736	1.0	395699	225115
2016	194	1.1101683762059743E9	6000.0	13058.0	2.837515547025067	1.0	379276	222259
2016	195	1.0428291578815175E9	13702.099999999999	11424.0	2.301939934808008	1.0	366822	215034
2016	196	9.410271169441508E8	6000.0	5310.0	2.6330627105115796	1.0	357984	208468
2016	197	1.5267075299425013E9	10860.0	5448.0	2.594218952158582	1.0	379899	217523
2016	198	1.105613831202767E9	6000.0	5906.0	2.932220837622098	1.0	338648	183371
2016	199	1.1781355480695627E9	6000.0	6420.0	3.2793872590737143	1.0	332985	170550
2016	200	1.0559133620043336E9	10000.0	9664.0	2.68719812961519	1.0	393825	227743
2016	201	1.0515098847311331E9	10000.0	5734.0	2.6221046158986088	1.0	381340	226373
2016	202	1.1349166669689965E9	10497.025	10672.0	2.4360506477345414	1.0	380467	223080
2016	203	1.0623147886253194E9	10000.0	3866.0	2.5086815792062938	1.0	375407	226767
2016	204	1.0082584715327437E9	10000.0	5682.0	2.5818431097914405	1.0	352216	210353
2016	205	9.372726304313922E8	14000.0	4422.0	2.4350024372614807	1.0	326329	189749
2016	206	1.0014016251448888E9	6857.5999999999985	5160.0	2.6241750523727867	1.0	352454	189229
2016	207	8.329905495671555E8	6000.0	5100.0	2.5502158961591603	1.0	422722	248638
2016	208	1.0528044664911827E9	14000.0	8640.0	2.5962579215543897	1.0	383293	233133
2016	209	9.519762589644063E8	14000.0	4720.0	2.3351966202891994	1.0	371258	233987
2016	210	1.0616527013136204E9	14445.4	7672.0	2.605433643772066	1.0	388305	232639
2016	211	8.946123659724114E8	14000.0	4580.0	2.2207275471123515	1.0	358004	226330
2016	212	9.738464131377875E8	10000.0	4578.0	2.4865922745751523	1.0	364658	202976
2016	213	1.0075948114818946E9	14717.400000000001	9078.0	2.741159387914505	1.0	354527	189617
2016	214	7.542915551089872E8	14157.8	10528.0	2.614383590912246	1.0	405518	237197
2016	215	1.4728595629818914E9	16234.384999999997	12534.0	2.6314232388744285	1.0	426437	251596
2016	216	9.987579920047998E8	14000.0	6298.0	2.312690253244516	1.0	378063	225840
2016	217	1.2735036841219516E9	14000.0	10714.0	2.3599793174768315	1.0	392015	236756
2016	218	9.810629240775614E8	17000.0	11692.0	2.094357971072538	1.0	387139	231992
2016	219	7.780081146912686E8	10674.16	7458.0	2.2092987011147023	1.0	328046	190257
2016	220	9.34701379936086E8	5430.0	8930.0	2.7017979257894162	1.0	347792	187949
2016	221	8.270212322053599E8	11038.560000000001	10826.0	2.3885787395617357	1.0	415883	242527
2016	222	9.738224967627892E8	11774.300000000001	5812.0	2.3887802134826455	1.0	415391	238889
2016	223	9.276875935570476E8	7690.0	10000.0	2.243604869800819	1.0	402260	249059
2016	224	8.638609754905224E8	12081.099999999999	6312.0	2.675928944168013	1.0	403078	243221
2016	225	8.145579896178346E8	10000.0	10256.0	2.3698420034681678	1.0	386511	231610
2016	226	9.704043184714963E8	5430.0	9942.0	2.365430946907681	1.0	365656	211535
2016	227	8.125100433139147E8	6000.0	11980.0	2.5295944889379696	1.0	364934	200670
2016	228	1.0440892743000387E9	10025.24	3386.0	2.4215670056272374	1.0	373007	217011
2016	229	1.099780130356143E9	10000.0	6282.0	2.3526475658812025	1.0	424570	247147
2016	230	8.90452023979232E8	9000.0	9362.0	2.4642150117087542	1.0	402473	239341
2016	231	9.286029037313067E8	13000.0	5680.0	2.312978054601334	1.0	407616	242857
2016	232	9.832892225933785E8	13578.125	8098.0	2.2528392841301894	1.0	393375	241224
2016	233	9.514932655333477E8	10298.32	10606.0	2.372382763239621	1.0	396461	199687
2016	234	6.889749059201165E8	6000.0	3154.0	2.412236317783374	1.0	366246	189514
2016	235	8.715386427611792E8	11208.28	8556.0	2.476230990742542	1.0	401197	228491
2016	236	8.981819852227753E8	10936.519999999997	5544.0	2.233493896716451	1.0	405147	243117
2016	237	8.636406930409665E8	6000.0	10088.0	2.758668614702273	1.0	409523	237005
2016	238	9.700214549480263E8	10000.0	8548.0	2.75234583953016	1.0	387123	230981
2016	239	9.187295915067455E8	13714.624999999998	5518.0	2.4191901329194896	1.0	373317	214794
2016	240	6.977831294911541E8	6000.0	9184.0	2.4343602677958582	1.0	363276	189905
2016	241	7.929380267360947E8	6000.0	9332.0	2.5886207475018024	1.0	340552	183513
2016	242	7.133699461690172E8	6000.0	4194.0	3.0807025572165	1.0	395448	240511
2016	243	7.472697816243489E8	10000.0	3958.0	2.812824282254545	1.0	404989	231661
2016	244	8.107134698464252E8	6000.0	8700.0	2.8597492283603176	1.0	402338	231874
2016	245	7.180352958531957E8	10502.82	11292.0	2.924857340776558	1.0	391352	237940
2016	246	7.02176869799167E8	10355.7	3700.0	2.975994455215202	1.0	385446	217947
2016	247	7.372969161326128E8	6000.0	4914.0	4.438170380480262	1.0	335539	179525
2016	248	6.349756351469648E8	6000.0	8782.0	2.8463191536254455	1.0	358654	185793
2016	249	8.01013049373763E8	6000.0	8890.0	2.5942393422354915	1.0	426781	229385
2016	250	6.194942908676474E8	6000.0	12324.0	2.9222463764236184	1.0	419543	243355
2016	251	6.289399011263646E8	6000.0	10948.0	2.8632066843293518	1.0	397952	241647
2016	252	7.500984959724114E8	6000.0	6312.0	2.6758853089709547	1.0	384364	221163
2016	253	7.985263047212842E8	10000.0	5944.0	2.7269261604940227	1.0	383652	222334
2016	254	7.439853910538446E8	6000.0	4680.0	3.1192781032239867	1.0	341154	184116
2016	255	8.583286990095916E8	5711.440000000002	6800.0	2.7129976067187216	1.0	389999	189463
2016	256	8.268132851488087E8	6000.0	4912.0	3.020896371118324	1.0	398221	215892
2016	257	8.038188924704746E8	6000.0	8938.0	2.6408388687981126	1.0	399988	235483
2016	258	8.456490454681942E8	6000.0	5312.0	2.856348541396442	1.0	387696	227077
2016	259	6.362791516675216E8	6000.0	8138.0	2.598989397941699	1.0	402558	236269
2016	260	8.99250864213432E8	6000.0	6092.0	2.8879277164078943	1.0	385304	222789
2016	261	7.09357211490062E8	5430.0	6610.0	2.8707407851311606	1.0	362379	201665
2016	262	8.660133399262352E8	5430.0	3088.0	2.9382838535700793	1.0	369264	189950
2016	263	9.078087318254169E8	6000.0	4072.0	2.6401704448009866	1.0	413072	236919
2016	264	9.24382346329892E8	10000.0	9576.0	2.837301836723762	1.0	418977	237251
2016	265	7.636371016184274E8	10000.0	4846.0	2.721138090272504	1.0	400063	237227
2016	266	1.1819527795936902E9	6000.0	10530.0	2.7645892413674105	1.0	395771	233506
2016	267	8.833961513232629E8	10000.0	4252.0	2.4643470411734305	1.0	366668	211646
2016	268	8.698784818840426E8	9000.0	11564.0	2.6157842862494025	1.0	377684	216395
2016	269	9.587753385382546E8	6000.0	4436.0	2.6587098460708956	1.0	387601	194671
2016	270	9.82472442539688E8	6000.0	13274.0	2.8301324000275154	1.0	428814	238228
2016	271	7.439214719300898E8	6300.0	13336.0	2.5336021306283296	1.0	421184	234654
2016	272	1.0631360661116886E9	6000.0	5088.0	2.614362847301553	1.0	438565	240061
2016	273	7.287270446189861E8	6000.0	4318.0	2.765980882165862	1.0	440455	241667
2016	274	1.0114414137654583E9	6000.0	9202.0	2.4208521821547624	1.0	440163	248512
2016	275	6.961200455896145E8	5430.0	10060.0	2.5780061905407887	1.0	384864	210600
2016	276	7.626970908679652E8	6653.530000000002	8850.0	2.698538401287981	1.0	407912	200465
2016	277	7.39988435075198E8	6000.0	8504.0	2.610972482793041	1.0	471625	261961
2016	278	8.453878049494039E8	9000.0	12240.0	2.674250253188923	1.0	476403	261476
2016	279	7.487046698884814E8	6000.0	6664.0	2.4088098163289744	1.0	472479	264197
2016	280	8.80452355626857E8	6000.0	11104.0	2.5435439104458455	1.0	493587	274899
2016	281	8.635175227427586E8	6000.0	10760.0	2.391201821220314	1.0	470826	268594
2016	282	9.817356421998357E8	6000.0	11316.0	3.126126521214466	1.0	432456	240179
2016	283	1.428242617101379E9	6000.0	5744.0	2.7970760800770416	1.0	419523	213536
2016	284	9.556069999729189E8	6000.0	9026.0	3.3035335733370816	1.0	403404	233556
2016	285	1.199785634953504E9	6000.0	7938.0	2.6923789972031105	1.0	453968	264085
2016	286	1.1507719365914192E9	6000.0	8160.0	2.8499977969360946	1.0	395978	222961
2016	287	7.788985335755968E8	10000.0	6356.0	2.643889759586358	1.0	401881	231554
2016	288	9.899681929569174E8	10000.0	4896.0	2.5994721833723085	1.0	419938	240668
2016	289	1.6738919127806103E9	14000.0	3918.0	2.682889974020511	1.0	375508	200148
2016	290	1.1135551362009618E9	6000.0	8510.0	2.3679566644740095	1.0	397457	200190
2016	291	7.81219755282584E8	14000.0	8222.0	2.413187145556688	1.0	429190	246626
2016	292	1.0697424000322562E9	5430.0	8650.0	2.722459569316339	1.0	439247	249842
2016	293	8.869584881877826E8	14889.059999999992	2304.0	2.568225370070873	1.0	345563	201485
2016	294	1.0423520005169523E9	14000.0	9408.0	2.336189324310652	1.0	477103	272149
2016	295	1.016934061313921E9	17859.115	13492.0	2.294817823166971	1.0	446379	260516
2016	296	6.127252452990425E8	10000.0	4838.0	2.432329959006175	1.0	386767	213625
2016	297	1.308118351729578E9	15430.0	6774.0	3.142883855887812	1.0	383474	193582
2016	298	1.5007556498449643E9	20000.0	6398.0	2.7351210156312633	1.0	401255	233623
2016	299	1.2065857833395016E9	17848.08	5016.0	3.0145836660575434	1.0	427139	233751
2016	300	1.10355029644029E9	20704.3	4184.0	3.110188124649936	1.0	442009	250571
2016	301	9.679723327905849E8	13000.0	3324.0	2.093776970016821	1.0	495681	300896
2016	302	5.759529657727714E8	15712.57	3334.0	2.6667640133045634	1.0	419055	238518
2016	303	7.195761417846166E8	15430.0	10206.0	2.6505894898096964	1.0	422785	231825
2016	304	6.108898827568676E8	9362.675000000001	12546.0	2.449714231375936	1.0	388605	210922
2016	305	7.58192956605964E8	14000.0	8384.0	2.8684665208397573	1.0	450473	245854
2016	306	8.749251754259423E8	15000.0	8828.0	2.678648363870414	1.0	437886	243582
2016	307	1.9642091809274578E9	14000.0	10246.0	2.500173858330156	1.0	469256	277557
2016	308	2.53998171854957E9	17000.0	4894.0	2.828751388992256	1.0	467247	266356
2016	309	2.4064581101076984E9	16697.625	3970.0	2.488184796147045	1.0	442206	251704
2016	310	2.3564749010007167E9	5430.0	5272.0	2.8382882347378926	1.0	417945	230106
2016	311	2.314742127432442E9	12069.94	5606.0	2.8970066980338816	1.0	453952	245987
2016	312	1.4275905439586933E9	5430.0	7376.0	2.335942052256209	1.0	486859	281240
2016	313	1.1592021711619475E9	12705.2	10738.0	2.4566885978825534	1.0	496666	283503
2016	314	9.209900385731546E8	14000.0	8770.0	2.4523690976614527	1.0	470042	270866
