year	day	totaltx	1:1	1:2	1:3	1:4	1:5	1:6	1:7	1:8	1:9	1:10	1:11	1:12	1:13	1:14	1:15	1:16	1:17	1:18	1:19	1:20	2:1	2:2	2:3	2:4	2:5	2:6	2:7	2:8	2:9	2:10	2:11	2:12	2:13	2:14	2:15	2:16	2:17	2:18	2:19	2:20	3:1	3:2	3:3	3:4	3:5	3:6	3:7	3:8	3:9	3:10	3:11	3:12	3:13	3:14	3:15	3:16	3:17	3:18	3:19	3:20	4:1	4:2	4:3	4:4	4:5	4:6	4:7	4:8	4:9	4:10	4:11	4:12	4:13	4:14	4:15	4:16	4:17	4:18	4:19	4:20	5:1	5:2	5:3	5:4	5:5	5:6	5:7	5:8	5:9	5:10	5:11	5:12	5:13	5:14	5:15	5:16	5:17	5:18	5:19	5:20	6:1	6:2	6:3	6:4	6:5	6:6	6:7	6:8	6:9	6:10	6:11	6:12	6:13	6:14	6:15	6:16	6:17	6:18	6:19	6:20	7:1	7:2	7:3	7:4	7:5	7:6	7:7	7:8	7:9	7:10	7:11	7:12	7:13	7:14	7:15	7:16	7:17	7:18	7:19	7:20	8:1	8:2	8:3	8:4	8:5	8:6	8:7	8:8	8:9	8:10	8:11	8:12	8:13	8:14	8:15	8:16	8:17	8:18	8:19	8:20	9:1	9:2	9:3	9:4	9:5	9:6	9:7	9:8	9:9	9:10	9:11	9:12	9:13	9:14	9:15	9:16	9:17	9:18	9:19	9:20	10:1	10:2	10:3	10:4	10:5	10:6	10:7	10:8	10:9	10:10	10:11	10:12	10:13	10:14	10:15	10:16	10:17	10:18	10:19	10:20	11:1	11:2	11:3	11:4	11:5	11:6	11:7	11:8	11:9	11:10	11:11	11:12	11:13	11:14	11:15	11:16	11:17	11:18	11:19	11:20	12:1	12:2	12:3	12:4	12:5	12:6	12:7	12:8	12:9	12:10	12:11	12:12	12:13	12:14	12:15	12:16	12:17	12:18	12:19	12:20	13:1	13:2	13:3	13:4	13:5	13:6	13:7	13:8	13:9	13:10	13:11	13:12	13:13	13:14	13:15	13:16	13:17	13:18	13:19	13:20	14:1	14:2	14:3	14:4	14:5	14:6	14:7	14:8	14:9	14:10	14:11	14:12	14:13	14:14	14:15	14:16	14:17	14:18	14:19	14:20	15:1	15:2	15:3	15:4	15:5	15:6	15:7	15:8	15:9	15:10	15:11	15:12	15:13	15:14	15:15	15:16	15:17	15:18	15:19	15:20	16:1	16:2	16:3	16:4	16:5	16:6	16:7	16:8	16:9	16:10	16:11	16:12	16:13	16:14	16:15	16:16	16:17	16:18	16:19	16:20	17:1	17:2	17:3	17:4	17:5	17:6	17:7	17:8	17:9	17:10	17:11	17:12	17:13	17:14	17:15	17:16	17:17	17:18	17:19	17:20	18:1	18:2	18:3	18:4	18:5	18:6	18:7	18:8	18:9	18:10	18:11	18:12	18:13	18:14	18:15	18:16	18:17	18:18	18:19	18:20	19:1	19:2	19:3	19:4	19:5	19:6	19:7	19:8	19:9	19:10	19:11	19:12	19:13	19:14	19:15	19:16	19:17	19:18	19:19	19:20	20:1	20:2	20:3	20:4	20:5	20:6	20:7	20:8	20:9	20:10	20:11	20:12	20:13	20:14	20:15	20:16	20:17	20:18	20:19	20:20
2012	95	6820	412	4521	25	13	4	1	2	2	0	3	3	3	1	1	2	2	3	0	3	26	54	569	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	38	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	22	362	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	6	109	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	7	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	96	7053	434	4630	41	11	6	3	0	0	0	0	1	1	2	1	5	2	2	4	1	27	61	606	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	30	319	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	26	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	69	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	39	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2012	97	6576	448	4287	25	7	0	1	0	1	1	1	0	1	2	2	2	1	1	2	1	26	63	531	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	7	40	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	28	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	98	6130	470	4143	20	5	4	1	0	0	1	0	0	1	1	2	0	2	2	3	2	44	56	434	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	6	27	240	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	27	250	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	91	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7	43	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	99	5835	385	4017	35	3	5	3	1	2	0	1	1	1	3	0	1	3	4	1	2	36	53	410	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	9	28	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	23	193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	52	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	41	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2012	100	6781	390	4538	41	8	1	3	0	1	0	0	1	2	2	0	2	1	1	5	2	37	48	513	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	9	39	262	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	23	393	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	51	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	29	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	37	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2012	101	8679	464	6030	29	6	2	4	4	1	0	0	0	1	1	2	3	5	3	2	6	35	62	646	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	8	43	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	470	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	102	8014	462	5363	41	12	1	1	4	0	1	1	0	2	4	3	1	2	2	1	1	39	56	632	0	3	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	9	43	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28	431	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	112	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	69	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	13	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2012	103	8065	468	5412	28	5	2	1	0	1	3	1	1	2	3	0	0	2	3	3	1	39	47	636	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	42	374	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	31	420	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	10	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2012	104	7260	421	4748	25	7	0	1	0	5	0	0	0	0	2	3	3	4	1	0	3	31	46	619	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	9	44	382	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	27	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	105	7868	465	5638	38	17	2	4	2	2	2	0	1	1	2	0	4	2	5	1	2	37	63	532	1	6	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	8	36	273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	24	236	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	106	7437	406	5138	30	10	1	1	2	1	1	1	3	1	1	3	7	0	1	3	3	39	83	588	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	40	279	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	20	253	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2012	107	8548	503	5494	41	9	12	1	3	1	3	3	1	2	4	3	4	3	3	2	2	35	107	789	6	8	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	44	385	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	41	422	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	146	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	65	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	53	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	7	49	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	108	8000	501	5140	34	7	4	0	3	3	0	2	0	0	0	3	2	1	3	1	7	30	82	695	2	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	7	41	392	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	33	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	152	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	66	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	109	8265	498	5349	30	8	5	4	0	5	5	1	2	1	2	1	2	6	2	3	2	41	72	727	17	0	0	0	0	1	1	0	1	0	2	0	1	0	0	0	0	6	47	353	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	41	394	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	45	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
